creator_clean,gender,birth_year,match_status
"Painter: Hela, born 1885 Peters",unknown,,not_found
Maler: H. Wadewitz,unknown,,not_found
Painter: Erich Gruner,unknown,,not_found
Painter: Richard Otto Voigt,unknown,,not_found
Painter: K. Moznay,unknown,,not_found
Maler: Franz Schmidt-Glinz,unknown,,not_found
Painter: Georg Höhlig,unknown,,not_found
Painter: Albrecht Performers,unknown,,not_found
Maler: Albrecht Leistner,unknown,,not_found
Maler: F. Viehweg,unknown,,not_found
Painter: Willy Thurm,unknown,,not_found
Painter: Karl Walther,unknown,,not_found
Painter: Otto Richard Bossert,unknown,,not_found
Maler: Friedrich August von Kaulbach,unknown,,not_found
Painter: Oskar Behringer,unknown,,not_found
Painter: Alfred Frank,unknown,,not_found
Maler: R.P. Junghanns,unknown,,not_found
Painter: Hans Kachel,unknown,,not_found
Maler: Emil Block,unknown,,not_found
Maler: Max Schwimmer,unknown,,not_found
Maler: Walter Kirste,unknown,,not_found
Painter Architect: Max Schnabel,unknown,,not_found
Amalie Baumann,unknown,,not_found
Maler: Willi Geiger,unknown,,not_found
E.Sk,unknown,,not_found
Maler: E. Fröhlich,unknown,,not_found
Maler: Karl Wernicke,unknown,,not_found
Painter: Curt Schuch,unknown,,not_found
Painter: Rolf Lotze,unknown,,not_found
Maler: Paul Horst-Schulze,unknown,,not_found
Malerin: Hela Peters,unknown,,not_found
Painter: P. Schmiegelow,unknown,,not_found
Painter: Walter Artus,unknown,,not_found
Maler: Erich Warnecke,unknown,,not_found
Maler: Freydank Schulz,unknown,,not_found
Malerin: Martha Heydenbluth,unknown,,not_found
Alphonse Marx,male,1879,matched
Maler: Helmut Holtzhauer,unknown,,not_found
Maler: Oswald von Krobshofer,unknown,,not_found
Painter: A. Schelle,unknown,,not_found
CalligrafDraftsman: W. Leising,unknown,,not_found
"Hellmann, , Kevelaer, Fotograf",unknown,,not_found
"Esseling, Anton, VEs, photographer",unknown,,not_found
Photographer: Kraus,unknown,,not_found
Fotograf: Kraus,unknown,,not_found
Unbekannter Künstler,unknown,,not_found
Maler: Freidank-Schulz,unknown,,not_found
"Döring, Gerhard",male,1920,matched
Wilhelm Pramme,male,1898,matched
Ernst Kolbe,male,1875,matched
Carl Klapper,unknown,,not_found
Photographer: Hermann Walter,unknown,,not_found
Künstler: Jul. Mössel,unknown,,not_found
Christian Hallbauer,male,1900,matched
Richard Riemer,unknown,,not_found
Hanns-Beatus Pürschel,unknown,,not_found
Verlag: Sozialistischer Schutzbund,unknown,,not_found
Painting: P.H. & Sohn Beyer,unknown,,not_found
Heinrich Lange,male,1900,matched
"Seifert, Else",female,1879,matched
Eberhard Geue,unknown,,not_found
P. Machnick,unknown,,not_found
Painter: Emil Block,unknown,,not_found
Painter: Wil Howard,unknown,,not_found
Painter: Willy Seybold,unknown,,not_found
Maler: Hans Hähnel,unknown,,not_found
Siegfried Koschnik,unknown,,not_found
Painter: Arno Drescher,unknown,,not_found
Kunsthandel: Findel,unknown,,not_found
Medailleur: Stuckenbruck,unknown,,not_found
Fotograf: Adolph Richter - Atelier für Photographie & Malerei,unknown,,not_found
"Volkskunde Commission for Westphalia, Münster, photographer",unknown,,not_found
Painter: Walter Showing,unknown,,not_found
"Bunge, Roland",unknown,,not_found
Painter: Arthur Pöhlandt,unknown,,not_found
Painter: Georg Walter Rössner,unknown,,not_found
"Schröter, Boto, Sellin, photographer",unknown,,not_found
"Schröter, Boto, Sellin, Fotograf",unknown,,not_found
Malerin: Clara Bösenberg,unknown,,not_found
Painter: Lena Mahrholz,unknown,,not_found
Maler: Alfred Frank,unknown,,not_found
Maler: W. Zakrzowski,unknown,,not_found
Maler: Hanns Rossmanit,unknown,,not_found
Maler: Johannes Weidenhörner,unknown,,not_found
"Hart, C. W. J.",unknown,,not_found
"Wey, L. v. d.",unknown,,not_found
"Drouet, Ernest-Emile",unknown,,not_found
"Meisenbach, Riffarth & Co",unknown,,not_found
Eduard Krömer,unknown,,not_found
Printing shop: Oskar Leiner,unknown,,not_found
Maler: Walter Queck,unknown,,not_found
Painter: H. Schumacher,unknown,,not_found
Malerin: Philippine Wolff-Arndt,unknown,,not_found
Painter: Max Uhlig,unknown,,not_found
Die Grünen Roten,unknown,,not_found
Maler: B. Dankov,unknown,,not_found
Maler: Otto Pippel,unknown,,not_found
"Esseling, Anton, Vreden, Fotograf",unknown,,not_found
"Stanke, Willy",unknown,,not_found
"Erfurth, Hugo",male,1874,matched
Painter: Walter Kirste,unknown,,not_found
Maler: Hellmuth Weißenborn,unknown,,not_found
Maler: Kurt Richter,unknown,,not_found
Maler: Walter Buhre,unknown,,not_found
Painter: Martha Heydenbluth,unknown,,not_found
Maler: Friedrich Schmitz-Bellinger,unknown,,not_found
Otto Illies,male,1881,matched
"Sandier, Alexandre",male,1843,matched
"Nielsen, Ingeborg",unknown,,not_found
"Poppke, Paul",unknown,,not_found
Painter: W. Richard Lange,unknown,,not_found
Maler: Isidore Lengnick,unknown,,not_found
Maler: Max Gerhard Uhlig,unknown,,not_found
Painter: Kurt Wild-Wall,unknown,,not_found
Maler: Hans Hörnigk,unknown,,not_found
Zeichner: Karl Heinrich Schmidt,unknown,,not_found
"Kollof, Erich",unknown,,not_found
"Preuß, Rudolf",unknown,,not_found
"Kegebein, Berthold",male,1894,matched
Painter: Hanna Unbehaun,unknown,,not_found
Painter: Hans Schulze,unknown,,not_found
"Henrichsen, H.",unknown,,not_found
"Wright, D.",male,,matched
"Jörgling, C. G.",unknown,,not_found
Konrad Adolf Lattner,male,1896,matched
"Müller, Ernst",male,1901,matched
"Pfeifer, Rudolf",male,1875,matched
Majolika-Manufaktur Karlsruhe,unknown,,not_found
"Harmbersberg/Baden, Vereinigte Zeller keramische Fabriken",unknown,,not_found
Künstler: Roelof Sterkem,unknown,,not_found
Franz Homolatsch,unknown,,not_found
Staatliche Porzellanmanufaktur Meissen,unknown,,not_found
Maler: A. Manger,unknown,,not_found
K. Hühn,unknown,,not_found
Erich Krüger,male,1894,matched
Franz Marc,male,1880,matched
Otto Warmbold,unknown,,not_found
Vereinte Kunstgewerbler Darmstadt,unknown,,not_found
Dekorationsmaler : Hermann Genff,unknown,,not_found
Maler: Karl Krug,unknown,,not_found
"Brockpähler, Wilhelm, Münster, Fotograf",unknown,,not_found
Helmut Strathausen,unknown,,not_found
Edmund Kolbe,male,1898,matched
"Rose, Hajo",male,1910,matched
"Weimer, Friedrich",unknown,,not_found
"Socha, Berthold, photographer",unknown,,not_found
"Burkatovski, Alexander",unknown,,not_found
"Schmitz, V.K., Fotograf",unknown,,not_found
Fotograf: Winkler,unknown,,not_found
"Orwat, Helmut, Fotograf",unknown,,not_found
"Bauche, Ulrich, Münster, Fotograf",unknown,,not_found
"Bildarchiv, , Kreis Borken, Fotograf",unknown,,not_found
"Siegel, Reinhard, Fotograf",unknown,,not_found
"Blase, Dieter, Fotograf",unknown,,not_found
"Simon, Michael, Fotograf",unknown,,not_found
"Schlechtriem, Georg, Bremerhaven, Fotograf",unknown,,not_found
"Schmitz, V.K., photographer",unknown,,not_found
"Dunker, Andreas, Arnsberg, photographer",unknown,,not_found
"Würmbach, Dr., Fotograf",unknown,,not_found
"Völker, Hermann, Laer, Fotograf",unknown,,not_found
"Schmidthaus, ""Frau"", Bochum-Laer, Fotograf",unknown,,not_found
Photographer: Johannes Widmann,unknown,,not_found
"Schmidthaus, August, Bochum-Laer, Fotograf",unknown,,not_found
"Orwat, Helmut, photographer",unknown,,not_found
"Fuderholz, G",unknown,,not_found
"Peter, Richard jun.",unknown,,not_found
"Rössing, Renate & Rössing, Roger",unknown,,not_found
"Husmann, Ernst",unknown,,not_found
"Maltry, Urs",male,1944,matched
Painter: Peter Ruta,unknown,,not_found
"Braukhaus, Josef, Wetter-Wengern, Ennepe-Ruhr-Kreis, Fotograf",unknown,,not_found
"Holtmann, Markhausen, photographer",unknown,,not_found
"Risse, Adolf, Münster-Nienberge, Fotograf",unknown,,not_found
Hovers,unknown,,not_found
"Comensoli, Mario",male,1922,matched
"Brockpähler, Wilhelm, Münster, photographer",unknown,,not_found
Grafiker: Rolf Rehme,unknown,,not_found
Klaus Killisch,male,1959,matched
F. Korfsmeyer,unknown,,not_found
Jean le Tavernier,unknown,,not_found
Rijksmuseum Amsterdam,unknown,,not_found
Jacob Cornelisz van Oostsaenen,unknown,,not_found
"Saverij, Salomon",unknown,,not_found
"Lombert, Pierre",male,,matched
"Gole, Jacob",male,1665,matched
"Dalen, Cornelis van",male,1602,matched
"Brouwer, Jan",male,1950,matched
Museum Het Valkhof,unknown,,not_found
Fotopersbureau Gelderland,unknown,,not_found
"Mastrigt en Verhoeven, Arnhem",unknown,,not_found
"Rademaker, A.",unknown,,not_found
Onbekend,unknown,,not_found
"Hendriks, Theo",male,1928,matched
"Gemeente Nijmegen, afd. Reprografie",unknown,,not_found
Dienst Gemeentewerken Rotterdam,unknown,,not_found
"Frequin, Adam",male,1883,matched
Bellotti,unknown,,not_found
"Houbraken, Jacob",male,1698,matched
"Tanjé, Pieter",male,1706,matched
"Bernigeroth, J.M.",unknown,,not_found
"Picart, Bernard",unknown,,not_found
"[Houbraken, Jacob]",unknown,,not_found
"Pelham, Peter",male,1697,matched
"Haid, Johann Elias",male,1739,matched
"Vinkeles, Reinier",male,1741,matched
"Jeaninet, F.",unknown,,not_found
"Bruy, Le",unknown,,not_found
"Marot de Jong, Daniël",male,,matched
"Evrard, P.",unknown,,not_found
Zuidelijke Nederlanden,unknown,,not_found
Guillier,unknown,,not_found
"Enschedé, Johannes",male,1785,matched
"Craeyvanger, G.",unknown,,not_found
"Commissariaat van Politie Nijmegen, Afd. Fotografie",unknown,,not_found
"Grinten, Evert F. van der",unknown,,not_found
Gemeentemuseum Arnhem,unknown,,not_found
Durand en Sauvé,unknown,,not_found
"Gogh, Vincent van",male,1789,matched
"Cloosterman, Jan",female,,matched
"Klinkenberg, J.C.",unknown,,not_found
Welie,unknown,,not_found
"Rochussen, Charles",male,1814,matched
Rijksvoorlichtingsdienst,unknown,,not_found
"Koekkoek, H.",unknown,,not_found
"Isupova, A.V.",unknown,,not_found
"Roland Holst, Richard Nicolaüs,painter.",unknown,,not_found
"Brodskij, J.",unknown,,not_found
"Funke Küpper, Albert",male,1894,matched
"Walle, Willem A. van de",male,1906,matched
"Meerendonk, Ben van",male,1913,matched
"Toidze, Iraklij",male,1902,matched
"Mannich, Rudolf",unknown,,not_found
Fotograaf Onbekend / Anefo,unknown,,not_found
Br. N.,unknown,,not_found
"Linse, Johannes",male,1875,matched
Helena Kelder,unknown,,not_found
M. den Hartog,unknown,,not_found
"Kup, Frans",male,,matched
"Oppenheim, Julius",unknown,,not_found
"Schilt, L.A.",unknown,,not_found
fabrikant: De Porceleyne Fles,unknown,,not_found
"Vucht Tijssen, Jan van",male,1884,matched
"Poll, Willem van de",male,1895,matched
Gemeentemusea van Amsterdam,unknown,,not_found
ANP / RVD of rechtenvrij,unknown,,not_found
Han van Meegeren,male,1889,matched
Hans Lyberth,unknown,,not_found
De Fotocentrale,unknown,,not_found
Henriëtte Willebeek Le Mair,unknown,,not_found
Albert Servaes,male,1883,matched
Orbis-Photo,unknown,,not_found
"Maricourt, Thierry",male,1960,matched
Marc Mulders Paul van Dongen,unknown,,not_found
Marc Mulders,male,1958,matched
onbekend,unknown,,not_found
"Amarillo, Hugo",unknown,,not_found
"Wendt, Bernd",unknown,,not_found
"Abelman, Hans",male,1940,matched
"Nieuwboer, Alwin van den",male,,matched
"Binnington, David",unknown,,not_found
"Slegt, Irene",unknown,,not_found
"Mischka, Klaus",male,1951,matched
"Junker, D.A.W.",unknown,,not_found
Karmelk,unknown,,not_found
"Klekawka, Franz",unknown,,not_found
"Gaag, Lotti van der",female,1923,matched
"Kessler, Beppe",female,1952,matched
"Yeter, Hanefi",male,1947,matched
"Wolvecamp, Theo",male,1925,matched
"Kleine, Dinant",unknown,,not_found
"Ziegler, Karlheinz",male,1935,matched
"Jantjes, Gavin",male,1948,matched
"Gramberg, Frits",male,1931,matched
Pia Bram,female,1915,matched
"Bächer, Victor",unknown,,not_found
"Kool, Ab",unknown,,not_found
"Wichman, Erich.",unknown,,not_found
"Brood, Herman",male,1946,matched
"Boersma, Pieter",male,1945,matched
"Hoet, Fa. H. ten, Nijmegen / L.R. Gerritsen",unknown,,not_found
"Hartman, Petra",female,1960,matched
"Roekel, Anton van",male,,matched
"Wolf, Lam de",female,1949,matched
SOIT,unknown,,not_found
Phuong Minh,unknown,,not_found
"Koopman, Ella",female,1947,matched
"Ngwenya, Malangatana Valente",unknown,,not_found
"Keunen, Danielle",unknown,,not_found
"Vrolijk, Maarten",male,1919,matched
"Waal, Barbara van der",female,1946,matched
Leon Adriaans,male,1944,matched
Pieter van Velzen,male,1911,matched
"Brakman, Joke",female,1946,matched
"Dool, Engelien van den",female,1954,matched
Ann E. Valk,unknown,,not_found
Gijs Frieling,male,1966,matched
"Bongers, Angèle",female,1969,matched
"Jacobs, Marjorie",female,1954,matched
"Jong, Cathrien de",female,1957,matched
"Rhemrev, Irene",female,1950,matched
Jan van Eyk,male,1927,matched
"Timmer, Annemarie",female,1950,matched
Paul Klemann,male,1960,matched
Jo M. van der Kaay,unknown,,not_found
Wim Janssen,male,1932,matched
Dr. Adolf Melchior,unknown,,not_found
Janpeter Muilwijk,male,1960,matched
Reinoud van Vught,male,1960,matched
Peter Otto,male,1955,matched
Amri Yahya,male,1939,matched
Muchtar,male,1957,matched
Aad de Haas,male,1920,matched
Ad Gerritsen,male,1940,matched
Batia Suter,female,1967,matched
"Wal, A.J. van der",unknown,,not_found
Lea Sagara,unknown,,not_found
"Tangel, L.M.",unknown,,not_found
Atelier F. Agus,unknown,,not_found
Flop Vinken,male,1958,matched
"Hoof, Ad van",male,1947,matched
"Galen, P. van",male,1949,matched
Wahyu Mahyar,unknown,,not_found
Suminto,male,1972,matched
Ton Frenken,male,1930,matched
Toon Noij,male,1953,matched
Vervaardiging: Sekou Traoré Mali,unknown,,not_found
Vervaardiging: Kadiato Kamara Sierra Leone,unknown,,not_found
Corneille,male,1977,matched
"Münster, Sebastian",male,1971,matched
"Perret, Pieter",unknown,,not_found
"Sadeler, Raphael",male,1584,matched
"Carracci, Agostino",male,1557,matched
"Cort, Cornelis",male,1533,matched
"Ghisi, Giorgio",male,1520,matched
"Barrière, Dominique",male,1618,matched
"Gatti, Oliviero",male,1579,matched
"Sacchi, Carlo",male,1617,matched
"Alpini, Prospero",male,1553,matched
Pietro : da L'Aquila,unknown,,not_found
"Pasqualini, Giovanni Battista",male,1595,matched
"Spierre, François",male,1639,matched
"Bonacina, Giovanni Battista",male,1620,matched
"Podestà, Giovanni Andrea",male,1608,matched
"Major, Thomas",unknown,,not_found
"Frezza, Giovanni Girolamo",male,1659,matched
"Martini, Bartolomeo",male,1701,matched
"Zannichelli, Gian Girolamo",male,1662,matched
"Frey, Johann Jacob",unknown,,not_found
DE GUBERNATIS Giovanni Battista,unknown,,not_found
"Parez, Louis",unknown,,not_found
"LasL, Carlo",unknown,,not_found
D'AZEGLIO Massimo,unknown,,not_found
GAMBA Francesco,unknown,,not_found
UNKNOWN ITALIAN,unknown,,not_found
MIGLIARA Giovanni,unknown,,not_found
BENEVELLO DELLA CHIESA Cesare,unknown,,not_found
BISCARRA Giovanni Battista,unknown,,not_found
HAYEZ Francesco,unknown,,not_found
BISI Luigi,unknown,,not_found
MOLTENI Giuseppe,unknown,,not_found
BAUD Jean Marc,unknown,,not_found
BOURGEOIS Paul Jérôme,unknown,,not_found
PIACENZA Carlo,unknown,,not_found
MORELLI Domenico,unknown,,not_found
ORSI Pasquale,unknown,,not_found
AUGERO Amedeo,unknown,,not_found
"Del Buono, Filippo",unknown,,not_found
Bagetti Giuseppe Pietro,unknown,,not_found
GAMBA Enrico,unknown,,not_found
FERRI Gaetano,unknown,,not_found
CHESSA Carlo,unknown,,not_found
GILLI MASO Alberto,unknown,,not_found
D'ANDRADE Alfredo Cesare Reis Freire,unknown,,not_found
"Burger, Leopoldo",unknown,,not_found
"Benlliure, Jos",unknown,,not_found
"Fabrs, Antonio",unknown,,not_found
"Martens, Willem",male,1856,matched
"Faldi, Arturo",male,1856,matched
"Josseling de Jong, Pieter de",unknown,,not_found
"Chiellini, Enrico",male,1822,matched
GHISOLFI Enrico,unknown,,not_found
GILARDI Pier Celestino,unknown,,not_found
CAVALLERI Vittorio,unknown,,not_found
CARPANETTO Giovanni,unknown,,not_found
PETITI Filiberto,unknown,,not_found
MARCHESI Luigi,unknown,,not_found
RICCI Giuseppe,unknown,,not_found
QUADRONE Giovanni Battista,unknown,,not_found
BOCCARDO Federico,unknown,,not_found
FONTANESI Antonio,unknown,,not_found
GONIN Guido,unknown,,not_found
PAGLIANO Eleuterio,unknown,,not_found
PASINI Alberto,unknown,,not_found
AGNENI Eugenio,unknown,,not_found
DE SANCTIS Guglielmo,unknown,,not_found
RAYMOND Ludovico,unknown,,not_found
RIGHINI Camillo,unknown,,not_found
GASTALDI Andrea,unknown,,not_found
ZONA Antonio,unknown,,not_found
PASTORIS Federico,unknown,,not_found
CORSI di BOSNASCO Giacinto,unknown,,not_found
AVONDO Vittorio,unknown,,not_found
ALTAMURA Francesco Saverio,unknown,,not_found
ROVEA Giorgio,unknown,,not_found
MOJA Federico,unknown,,not_found
ALLASON Ernesto,unknown,,not_found
BECCARIA Angelo,unknown,,not_found
FERRONI Paolo,unknown,,not_found
MANCINI Carlo,unknown,,not_found
DATTOLI Vincenzo,unknown,,not_found
HUMBERT Charles,unknown,,not_found
MUSSINI Luigi,unknown,,not_found
CALANDRA Edoardo,unknown,,not_found
CAFFI Ippolito,unknown,,not_found
PITTARA Carlo,unknown,,not_found
CALIGO Domenico,unknown,,not_found
VIANI D’OVRANO Mario,unknown,,not_found
GROSSO Felicina,unknown,,not_found
MOSSO Francesco,unknown,,not_found
FACONTI Dionigi,unknown,,not_found
SCROSATI Luigi,unknown,,not_found
INCISA di CAMERANA Vincenzo,unknown,,not_found
MARCHISIO Andrea,unknown,,not_found
MORGARI Pietro,unknown,,not_found
BOTTERO Giuseppe,unknown,,not_found
PASCAL Angelo,unknown,,not_found
SANTORO Rubens,unknown,,not_found
TESIO Giacinto,unknown,,not_found
CANAPERIA Pietro,unknown,,not_found
